cell,cell_ontology_class,subtissue,mouse.sex,mouse.id,plate.barcode
B6.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
B6.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
B6.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845
B6.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
B7.B003274.3_38_F.1.1,astrocyte,Striatum,F,3_38_F,B003274
B7.B003277.3_39_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_39_F,B003277
B7.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
B7.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
B7.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
B7.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
B7.MAA000615.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000615
B7.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
B7.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932
B7.MAA000935.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000935
B7.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
B7.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
B7.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
B7.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845
B7.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
B8.B003274.3_38_F.1.1,astrocyte,Striatum,F,3_38_F,B003274
B8.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
B8.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
B8.MAA000424.3_11_M.1.1,oligodendrocyte,Cerebellum,M,3_11_M,MAA000424
B8.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
B8.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
B8.MAA000615.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000615
B8.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
B8.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
B8.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
B8.MAA001854.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001854
B8.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
B8.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895
B9.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
B9.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
B9.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
B9.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578
B9.MAA000615.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000615
B9.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
B9.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
B9.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
B9.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
B9.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
B9.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
B9.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845
B9.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854
B9.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
C1.B000404.3_56_F.1.1,oligodendrocyte precursor cell,Cerebellum,F,3_56_F,B000404
C1.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
C1.B003290.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003290
C1.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C1.MAA000563.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000563
C1.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
C1.MAA000578.3_10_M.1.1,Bergmann glial cell,Cerebellum,M,3_10_M,MAA000578
C1.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
C1.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
C1.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
C1.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
C1.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
C1.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
C1.MAA000942.3_8_M.1.1,astrocyte,Striatum,M,3_8_M,MAA000942
C1.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
C1.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895
C10.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
C10.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
C10.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
C10.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000615
C10.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
C10.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
C10.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
C10.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
C10.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845
C11.B003275.3_38_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_38_F,B003275
C11.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
C11.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C11.MAA000638.3_9_M.1.1,endothelial cell,Cerebellum,M,3_9_M,MAA000638
C11.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
C11.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
C11.MAA001894.3_39_F.1.1,neuron,Cortex,F,3_39_F,MAA001894
C12.B003275.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B003275
C12.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
C12.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
C12.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
C12.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
C12.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
C12.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
C12.MAA000641.3_9_M.1.1,endothelial cell,Cerebellum,M,3_9_M,MAA000641
C12.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
C12.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
C12.MAA000942.3_8_M.1.1,astrocyte,Striatum,M,3_8_M,MAA000942
C12.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
C12.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
C13.B000621.3_56_F.1.1,astrocyte,Hippocampus,F,3_56_F,B000621
C13.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
C13.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
C13.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C13.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
C13.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
C13.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
C13.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615
C13.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
C13.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
C13.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
C13.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
C13.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
C13.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
C13.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
C14.B000621.3_56_F.1.1,oligodendrocyte,Hippocampus,F,3_56_F,B000621
C14.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
C14.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C14.MAA000563.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000563
C14.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615
C14.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
C14.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
C15.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
C15.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
C15.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
C15.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
C15.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
C15.MAA000641.3_9_M.1.1,endothelial cell,Cerebellum,M,3_9_M,MAA000641
C15.MAA000926.3_9_M.1.1,brain pericyte,Cortex,M,3_9_M,MAA000926
C15.MAA000935.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000935
C15.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
C15.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
C15.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
C16.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
C16.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
C16.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
C16.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
C16.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
C16.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
C16.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
C16.MAA000947.3_9_M.1.1,endothelial cell,Hippocampus,M,3_9_M,MAA000947
C16.MAA001853.3_38_F.1.1,neuron,Cerebellum,F,3_38_F,MAA001853
C16.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895
C17.B003275.3_38_F.1.1,neuron,Hippocampus,F,3_38_F,B003275
C17.B003290.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003290
C17.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
C17.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
C17.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
C17.MAA000641.3_9_M.1.1,oligodendrocyte precursor cell,Cerebellum,M,3_9_M,MAA000641
C17.MAA000924.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000924
C17.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
C17.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
C17.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
C17.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
C17.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
C17.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
C18.B000621.3_56_F.1.1,oligodendrocyte,Hippocampus,F,3_56_F,B000621
C18.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C18.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
C18.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
C18.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
C18.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
C18.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
C18.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
C18.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
C18.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
C18.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
C18.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
C18.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
C18.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895
C19.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
C19.MAA000553.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000553
C19.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C19.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
C19.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564
C19.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
C19.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
C19.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932
C19.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
C19.MAA000941.3_8_M.1.1,brain pericyte,Hippocampus,M,3_8_M,MAA000941
C19.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
C19.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
C19.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895
C2.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290
C2.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C2.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564
C2.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
C2.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
C2.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
C2.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
C2.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845
C2.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
C20.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
C20.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
C20.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C20.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
C20.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
C20.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
C20.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
C20.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895
C21.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275
C21.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
C21.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
C21.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
C21.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
C21.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
C21.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895
C22.B000404.3_56_F.1.1,oligodendrocyte,Cerebellum,F,3_56_F,B000404
C22.B003290.3_38_F.1.1,neuron,Striatum,F,3_38_F,B003290
