cell,cell_ontology_class,subtissue,mouse.sex,mouse.id,plate.barcode
N20.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
N20.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
N20.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
N21.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N21.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
N21.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
N21.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N21.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
N21.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
N21.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
N21.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
N21.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
N21.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
N22.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
N22.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N22.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
N22.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
N22.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N22.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923
N22.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
N22.MAA000930.3_8_M.1.1,endothelial cell,Cortex,M,3_8_M,MAA000930
N22.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
N22.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
N22.MAA001856.3_39_F.1.1,oligodendrocyte,Cerebellum,F,3_39_F,MAA001856
N3.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
N3.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N3.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
N3.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564
N3.MAA000641.3_9_M.1.1,endothelial cell,Cerebellum,M,3_9_M,MAA000641
N3.MAA000902.3_11_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_11_M,MAA000902
N3.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
N3.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932
N3.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
N3.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
N3.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N3.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,Cortex,F,3_39_F,MAA001894
N4.MAA000550.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000550
N4.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N4.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
N4.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928
N4.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932
N4.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
N4.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
N4.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N4.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
N4.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
N5.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
N5.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560
N5.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
N5.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
N5.MAA000581.3_10_M.1.1,Bergmann glial cell,Cerebellum,M,3_10_M,MAA000581
N5.MAA000615.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000615
N5.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
N5.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
N5.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
N5.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
N5.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
N5.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854
N6.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N6.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
N6.MAA000578.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000578
N6.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
N6.MAA000928.3_9_M.1.1,Bergmann glial cell,Cerebellum,M,3_9_M,MAA000928
N6.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
N6.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000941
N6.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
N6.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
N7.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N7.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
N7.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
N7.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
N7.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
N7.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
N7.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
N7.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_8_M,MAA000942
N7.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
N8.B000621.3_56_F.1.1,astrocyte,Hippocampus,F,3_56_F,B000621
N8.B003274.3_38_F.1.1,astrocyte,Striatum,F,3_38_F,B003274
N8.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N8.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
N8.MAA000902.3_11_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_11_M,MAA000902
N8.MAA000926.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000926
N8.MAA000928.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000928
N8.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
N8.MAA000935.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000935
N8.MAA000941.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000941
N9.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N9.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
N9.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
N9.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923
N9.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
N9.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932
N9.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
N9.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
O1.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
O1.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
O1.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
O1.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
O1.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
O1.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944
O1.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
O10.MAA000424.3_11_M.1.1,oligodendrocyte,Cerebellum,M,3_11_M,MAA000424
O10.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
O10.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O10.MAA000641.3_9_M.1.1,oligodendrocyte precursor cell,Cerebellum,M,3_9_M,MAA000641
O10.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
O10.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
O11.B000404.3_56_F.1.1,Bergmann glial cell,Cerebellum,F,3_56_F,B000404
O11.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550
O11.MAA000553.3_10_M.1.1,brain pericyte,Hippocampus,M,3_10_M,MAA000553
O11.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O11.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
O11.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
O11.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
O11.MAA000935.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000935
O11.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
O12.B000621.3_56_F.1.1,oligodendrocyte,Hippocampus,F,3_56_F,B000621
O12.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274
O12.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O12.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
O12.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
O12.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
O12.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
O13.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
O13.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O13.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
O13.MAA000947.3_9_M.1.1,endothelial cell,Hippocampus,M,3_9_M,MAA000947
O14.MAA000538.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000538
O14.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O14.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O14.MAA000923.3_9_M.1.1,endothelial cell,Hippocampus,M,3_9_M,MAA000923
O14.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
O14.MAA000942.3_8_M.1.1,astrocyte,Striatum,M,3_8_M,MAA000942
O14.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
O15.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
O15.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
O15.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
O15.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
O15.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O15.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
O15.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
O15.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930
O15.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
O15.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
O16.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
O16.MAA000564.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000564
O16.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O16.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
O16.MAA000928.3_9_M.1.1,Bergmann glial cell,Cerebellum,M,3_9_M,MAA000928
O16.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
O16.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
O16.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
O16.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
O17.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274
O17.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
O17.MAA000561.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000561
O17.MAA000564.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000564
O17.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O17.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
O17.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
O17.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
O17.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,Cortex,F,3_39_F,MAA001894
O18.B000404.3_56_F.1.1,Bergmann glial cell,Cerebellum,F,3_56_F,B000404
O18.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
O18.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O18.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
O18.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O18.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
O18.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
O18.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
O18.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
O19.B000404.3_56_F.1.1,Bergmann glial cell,Cerebellum,F,3_56_F,B000404
O19.MAA000538.3_8_M.1.1,oligodendrocyte,Cerebellum,M,3_8_M,MAA000538
O19.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
O19.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
O19.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O19.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923
O19.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
O19.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
O19.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
O19.MAA000941.3_8_M.1.1,brain pericyte,Hippocampus,M,3_8_M,MAA000941
O2.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O2.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O2.MAA000641.3_9_M.1.1,Bergmann glial cell,Cerebellum,M,3_9_M,MAA000641
O2.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
O2.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
O20.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
O20.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O20.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
O20.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
O20.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
O20.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
O20.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
O20.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
O20.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
O21.MAA000424.3_11_M.1.1,neuron,Cerebellum,M,3_11_M,MAA000424
O21.MAA000550.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000550
O21.MAA000553.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000553
O21.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O21.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
O21.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
O21.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O21.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
O22.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
O22.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
O22.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
O22.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
O22.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578
O22.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O22.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
O22.MAA000930.3_8_M.1.1,endothelial cell,Cortex,M,3_8_M,MAA000930
O22.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
O3.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550
O3.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
O3.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
O3.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
O3.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
O3.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
O3.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_8_M,MAA000942
O3.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
O4.B000404.3_56_F.1.1,astrocyte,Cerebellum,F,3_56_F,B000404
O4.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O4.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
O4.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
O4.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
O4.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
O4.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
O5.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
O5.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
O5.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
O6.B000404.3_56_F.1.1,oligodendrocyte precursor cell,Cerebellum,F,3_56_F,B000404
O6.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
O6.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O6.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578
O6.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
O6.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
O6.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
O6.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930
O6.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
O6.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
O6.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
O7.B001688.3_38_F.1.1,astrocyte,Hippocampus,F,3_38_F,B001688
O7.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O7.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
O7.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
O7.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
O7.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
O7.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
O7.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_8_M,MAA000942
O8.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
O8.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
O8.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
O8.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
O8.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
O8.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
O8.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
O8.MAA000935.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000935
O8.MAA000947.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000947
O8.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
O9.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
O9.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
O9.MAA000560.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000560
O9.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
O9.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
O9.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
O9.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
O9.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
O9.MAA000947.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000947
O9.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,Cortex,F,3_39_F,MAA001894
P1.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
P1.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
P1.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
P1.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
P1.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
P1.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
P1.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
P1.MAA001894.3_39_F.1.1,endothelial cell,Cortex,F,3_39_F,MAA001894
P10.B001688.3_38_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_38_F,B001688
P10.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
P10.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000926
P10.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
P10.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
P10.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
P10.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854
P10.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
P11.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
P11.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
P11.MAA000563.3_10_M.1.1,brain pericyte,Hippocampus,M,3_10_M,MAA000563
P11.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
P11.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
P11.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
P11.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
P11.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
P12.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
P12.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
P12.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
P12.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
